업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,찾아오시는 길,업소정보,자랑거리,추천수,기준년월,업소 사진,lat,lon
9227,석화촌,1,한식,서울특별시 강남구 강남대로 240 (도곡동) 지하1층 B111,02-573-5756,양재역 3번 출구에서16m,영업시간 :09:00~21:00         ,상가내 저렴하고 맛있는 집,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127123104.jpg,37.4853318,127.0343614
9174,짬뽕늬우스,2,중식,서울특별시 노원구 노해로81길 6 (상계동),02-934-4442,노원역 2번 출구에서138m,영업시간 :  11:30~21:30        ,"가격이 저렴하고, 사장님께서 친절하심",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180122111946.jpg,37.6559949,127.0637341
9177,커트클럽,5,이미용,"서울특별시 노원구 동일로 1541 (상계동, 11단지종합상가 15-2)",02-933-0221,마들역 7번 출구에서79m,영업시간 : 09:30~20:00 휴무일 : 목요일      ,가격이 저렴하고 사장님께서 친절하심,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180122113343.jpg,37.6660747,127.0569888
9290,와가마마,4,기타외식업,서울특별시 동작구 만양로14길 12 (노량진동),02-823-2225,노량진역 3번 출구에서460m,매일 10:30 - 23:00  휴무 :월  ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923092019.jpg,37.5126436,126.9476381
9401,일일구(119),1,한식,서울특별시 서울특별시 중구 다산로33길 79-4,02-2231-4229,동대문역사문화공원역 3번 출구 광희문 근처,"(2022년 7월 기준) ○ 영업시간 : 11:00~21:00 (14:00~16:30 휴식시간, 매주 토일요일 휴무) ○ 좌석수 : 10명 ○ 배달 : 불가 (포장주문은 가능)  ○ 주차 : 불가       ",김영철의 동네 한 바퀴<신당동 편>  '엄마 손맛 가득 정을 나누는 식당'으로 나온 저렴하고 맛있는 백반뷔페! 집밥처럼 맛깔나고 좋습니다.,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220503170126.jpg,37.5636177,127.0117476
9398,행복한 잔치국수,1,한식,서울특별시 강남구 광평로 196 2층 201호,02-459-2918,수서역 1번 출구에서696m,영업시간 : 06:30~21:00   ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127122632.jpg,37.4839652,127.0943225
9399,J&J뷰티샵,5,이미용,서울특별시 강남구 역삼로11길 13-8,0507-1311-2522,　,영업시간 : 10:00~19:00      ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200831135359.jpg,37.4955347,127.0346537
9108,고기굽는마을,1,한식,서울특별시 금천구 벚꽃로38길 32-29 (가산동),02-858-0390,가산디지털단지역 1번 출구에서240m,영업시간 : 07:00~23:00          ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914145130.png,37.4826572,126.8843988
9107,두산이발소,5,이미용,"서울특별시 금천구 가산로 99, 가산위브아파트상가동 B01호 (가산동, 두산위브아파트)",0508-2776-7264,　,영업시간 : 11:00~20:00  휴무 : 일요일,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914144054.png,37.4565,126.8954
9723,최수지헤어,5,이미용,서울특별시 서울 송파구 양산로 12 세신거여훼미리타운 206,02-817-1983,거여역 7번 출구에서377m,"영업시간 10:00-19:30 일요일 휴무 *주차,제로페이        ",　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316154623.JPG,37.4899321,127.1435996
9113,BEST남성전문컷,5,이미용,"서울특별시 금천구 가산로 140, 1층 (가산동)",02-855-8805,가산디지털단지역 3번 출구에서950m,영업시간 : 10:30~20:00      ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914150450.png,37.4565,126.8954
9115,순장어,1,한식,서울특별시 금천구 시흥대로52길 70 (시흥동),02-802-5525,금천구청역 1번 출구에서728m,영업시간 : 12:00~24:00        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914151511.png,37.45364,126.9018934
9184,황가솥뚜껑삼겹살,1,한식,서울특별시 강남구 논현로30길 36 지하1층(도곡동),02-578-9043,매봉역 4번 출구에서335m,영업시간 : 09:30~21:30          ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127123200.jpg,37.4844704,127.0446757
9117,장수갈비,1,한식,서울특별시 서울 금천구 금하로 638,02-805-8284,금천구청역 1번 출구에서990m,　        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914151826.png,37.4536107,126.8976424
9078,송도세탁,7,세탁,서울특별시 금천구 가산로3길 48 (가산동),02-861-2037,독산역 1번 출구에서991m,영업시간 : 08:00~22:00  배달 : 가능  주차 : 가능     ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914131524.png,37.4565,126.8954
9079,한신세탁소,7,세탁,"서울특별시 금천구 한내로 62 (독산동, 한신아파트상가) 2층",02-898-9230,금천구청역 1번 출구에서782m,영업시간 : 08:00~20:00  배달 : 가능  주차 : 가능        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914131926.png,37.456841,126.888344
9080,현대컴퓨터세탁,7,세탁,서울특별시 금천구 벚꽃로56길 40 (가산동),02-863-3719,가산디지털단지역 1번 출구에서372m,　,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914132057.png,37.4844017,126.8828573
9199,착한이발,5,이미용,서울특별시 강북구 도봉로 371 (수유동),070-8866-2350,수유역 8번 출구에서 267m 수유역 8번 출구 직진 200m 농협 옆 건물 현대병원 건너편,영업시간 : 07:00-17:00 휴무일 : 토요일  주차 : 가능     ,"커트 8000원, 염색 5,000원으로 커트 이용시 사우나 3,000원 무료 입장 (남성전용)",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180709180847.jpg,37.6411618,127.0295989
9250,김밥여행,4,기타외식업,서울특별시 강남구 논현로4길 47 (개포동),02-571-0747,　,영업시간 : 05:30~19:00                   ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190218104008.jpg,37.4733919,127.0522506
9252,만아정육점식당,1,한식,서울특별시 강남구 광평로56길 11 수서아파트상가 103호 (수서동),02-459-9488,수서역 4번 출구에서237m,영업시간 : 09:00~24:00        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127123006.jpg,37.4871329,127.1040775
9254,한벽루 전주콩나물국밥,1,한식,서울특별시 강남구 개포로 648 1층(일원동),02-445-1041,대청역 3번 출구에서360m,영업시간 : 07:00~22:00        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127122935.jpg,37.4947801,127.0837228
9256,월드맛집,1,한식,서울특별시 강남구 논현로151길 26 (신사동),02-516-7892,신사역 8번 출구에서624m,영업시간 : 10:00~21:00        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20221223154745.jpg,37.5199187,127.0260702
9305,현미식당,1,한식,서울특별시 구로구 구로중앙로 17 (구로동),02-838-6088,,영업시간 : 10:00~21:00 배달 : x 카드 : 가능 주차 : 2대 가능 ,좋은 식자재로 깨끗하게 음식 제공,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923094246.jpg,37.5015602,126.8815609
9049,뷰티헤어클럽,5,이미용,서울특별시 마포구 희우정로 92 (망원동),02-322-7929,망원역 2번 출구에서821m,　     ,"청결, 친절",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170203115811.jpg,37.5538409,126.9025727
9858,초밥사랑정스,3,경양식/일식,서울특별시 관악구 조원로16길 27,0507-1448-3880,,영업시간 : 11:30~21:00 휴무일  매주 일요일 휴무: 카드 : 가능 주차 : 불가,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230731133606.jpg,37.4830479,126.9110853
9118,육합춘짜장짬뽕전문,2,중식,서울특별시 금천구 시흥대로26길 5 (시흥동),02-802-0133,석수역 1번 출구에서913m,영업시간 : 11:30~21:00  ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914152014.png,37.442064,126.9044499
9194,홍두깨손칼국수,1,한식,서울특별시 서울 도봉구 도당로13가길 13,02-375-2727,방학동 도깨비시장내,영업시간 : 09:30-20:00  ,"도봉구 방학동 도깨비 시장 내에 위치해 있으며, 칼국수와 수제비를 1,500원 정도 절감한 가격으로 음식 제공",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180212112605.jpg,37.6675191,127.0387097
9020,명가 중화요리,2,중식,서울특별시 강서구 화곡로61길 100 (등촌동),02-2658-1959,발산역 4번 출구에서767m,휴무일 : 매주 월         ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20160714180223.jpg,37.5584441,126.8469937
9306,"생오리 회전 숯불구이, 왕갈비탕",1,한식,서울특별시 동작구 사당로14가길 8 (사당동),525-4491,,"저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923094120.jpg,37.4841309,126.9716357
9355,순대국밥,1,한식,서울특별시 강남구 도곡로 516 지하1층 3호,02-539-5163,대치역 3번출구에서 10분(700m),영업시간 :10:30~21:00       ,수입김치 쓰지않고 직접 담금,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231127122703.jpg,37.4991204,127.0630138
9385,맛찬,1,한식,서울특별시 강남구 개포로 615 석탑프라자 지하1층 106호,02-459-8478,,영업시간 :10:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능(1대) 홈페이지 주소 : 전자우편주소 : 기타 :     ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200513132743.jpg,37.4926635,127.0756045
9329,엄청난 미용실,5,이미용,서울특별시 동작구 장승배기로19길 29 (노량진동),02-826-6207,노량진역 6번 출구에서311m,06:00~21:00  ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102154.jpg,37.5090075,126.9370152
9337,라인헤어,5,이미용,서울특별시 동작구 사당로16가길 42 (사당동),0507-1319-1614,남성역 1번 출구에서182m,매일 10:00 - 20:00 휴무 : 월   ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103209.jpg,37.4835833,126.9712507
9519,판도라,5,이미용,서울특별시 서울 강서구 마곡서1로 115-1,0507-1366-3693,신방화역 5번 출구에서115m,영업시간 : 10:00~20:00   ,청소년(학생) 할인으로 학생들이 많이 이용하고 있음,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230202133649.JPG,37.5666428,126.8185572
9339,정아 헤어샵,5,이미용,서울특별시 동작구 매봉로 157-1,02-824-2706,노들역 5번 출구에서146m,"저렴한 가격, 깨끗한 위생  ","저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103435.jpg,37.5056176,126.9502653
9087,진미한분식,1,한식,서울특별시 금천구 가산로3길 22 (독산동),02-854-7153,　,영업시간 : 09:00~20:00           ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914133701.png,37.4565,126.8954
10182,신촌설렁탕,1,한식,서울특별시 서울 동대문구 경희대로 20,02-966-2002,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20240625140829.jpg,37.5932148,127.0529734
9089,홍두깨손칼국수,1,한식,서울특별시 금천구 독산로39길 11 (시흥동),0507-1424-2162,　,정기휴무 (매주 화요일) 운영시간 10:00 - 20:30    ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20170914134156.png,37.4583968,126.9039952
9340,복미 세탁,7,세탁,서울특별시 동작구 사당로2차길 49 (사당동),02-586-4026,남성역 2번 출구에서530m,08:30~22:30 ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103541.jpg,37.4866081,126.9668107
9342,수복 이발소,5,이미용,서울특별시 동작구 사당로27길 94-3 (사당동),02-593-1938,이수역 10번 출구에서605m,07:00~20:00   ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103800.jpg,37.4874479,126.9751874
9095,만세한식부페본점,1,한식,서울특별시 금천구 가산로3길 77 (독산동),02-808-7862,독산역 1번 출구에서887m,영업시간 : 09:00~21:00        ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220609091647.jpg,37.4565,126.8954
9343,영신 이발소,5,이미용,서울특별시 동작구 사당로14가길 13 (사당동),없음,남성역 1번 출구에서136m,06:00~20:00 ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923103904.jpg,37.4841309,126.9716357
9380,미도한우마을,1,한식,서울특별시 강남구 삼성로 38 개포빌딩 108호,02-557-3232,,영업시간 : 9:30~21:30 좌석수 : 휴무일 : 배달 :자체건물만 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :   ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200513132804.jpg,37.4886708,127.0668399
9364,채미미용실,5,이미용,서울특별시 중구 다산로 101 (신당동),02-2234-8339,약수역 8번 출구 근처,"(2022년 12월 기준) ○ 영업시간: 10:00~20:00 ○ 주차 : 불가 ○ 중구사랑상품권 : 가능 ○ 기타:  예약 불가, 카드 가능    ","고양이가 반겨주는, 친절하고 머리잘하고 저렴한 우리동네 미용실",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511194732.jpg,37.5534262,127.009381
9367,광희이용원,5,이미용,서울특별시 중구 동호로34길 18 (광희동1가),02-2265-0605,동대문역사문화공원역 7번출구 근처 (현대블루핸즈 뒤편 길) 동대문역사문화공원역 7번 출구에서92m,"(2022년 7월 기준) ○ 영업시간 :  08:00~19:00 ○ 주차 : 불가 ○ 기타:  예약 가능, 카드 가능      ",레트로 느낌의 추억돋는 이발관!  오랜 경력만큼이나 실력 좋으신 사장님이 저렴하고 좋은 품질의 서비스를 제공합니다. ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511171917.jpg,37.5651177,127.0034336
9028,낭만극장(추억을 파는 극장),13,기타서비스업,"서울특별시 종로구 삼일대로 428 (낙원동), 4층",02-3672-4235,종로3가역 5번 출구에서106m,오전10시~오후10시    ,어르신 및 어르신 동반 고객이 저렴하게 영화를 관람할 수 있는 곳입니다.,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316144526.JPG,37.572153,126.9876142
9304,금옥이네,1,한식,서울특별시 동작구 노량진로6길 18 (노량진동),02-816-3007,노량진역 6번 출구에서400m,매일 07:00 - 21:00 휴무 : 일요일  ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923093956.jpg,37.5099634,126.9364468
9359,비바비보 앤 호프,4,기타외식업,서울특별시 강남구 논현로136길 5-3 지상1층 103호,0507-1325-5982,학동역 8번 출구에서253m,영업시간 :11:00~21:00  주말 휴무          ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190924140025.jpg,37.5160787,127.0310728
9586,동가보쌈,1,한식,서울특별시 서울 동작구 성대로6길 10,02-3280-3023,,"저렴한 가격, 깨끗한 위생 ","저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220426154134.jpg,37.4988527,126.9323655
9216,장수보리밥,1,한식,서울특별시 중구 퇴계로85길 12-4 (황학동),02-2252-2808,신당역 2번 출구에서138m 황학동 서울중앙시장 보리밥골목,"(2023년 2월 기준) ○ 영업시간 : 11:00~20:00 (휴무일 : 명절) ○ 좌석수 : 50석 ○ 배달 : 불가 (포장주문은 가능) ○ 주차 : 불가능 ○ 중구사랑상품권 : 가능 ○ 기타: 예약 불가, 카드 가능              ",98년 한자리를 지킨 전통시장의 산 역사 점포 찾아오시는 손님에게 풍족한 한상을 드리겠다는 모토로 영업하고 있어요~  어르신에게는 '경로10%할인'을 해 드립니다. ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220503164733.jpg,37.5670099,127.0196403
9239,카와블러썸,13,기타서비스업,서울특별시 금천구 남부순환로108길 30 (가산동),02-867-4952,　,　 ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20181019105835.png,37.4780942,126.8923285
9400,명동만두,4,기타외식업,서울특별시 강남구 역삼로 133 지상1층 1호,02-2052-7776,강남역 4번 출구에서665m,영업시간 :11:00~19:30 휴무 : 일      ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200831135555.jpg,37.4942348,127.0337254
9795,우동이랑짜장이랑,2,중식,서울특별시 관악구 양녕로 19,없음,,영업시간 : 10:30~21:00 카드 : 가능 주차 : 불가,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630174206.PNG,37.4838513,126.9464508
9281,다인,1,한식,서울특별시 강동구 양재대로147길 7 (명일동),02-428-2824,"5호선 명일역 4번 출구에서 50m 직진, 미스터피자 건물 끼고 좌회전 10m.",영업시간 : 11:00-23:59    ,점심식사(요일메뉴)가 저렴하며 맛이 좋아 방문 손님들의 칭찬 또한 잇달았다. ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220527141657.jpg,37.5523577,127.1427469
9471,진선미미용실,5,이미용,서울특별시 도봉구 덕릉로59바길 25(창동),,,영업시간 :09:30-20:00 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 불가능 홈페이지 주소 : 전자우편주소 : 기타 :,내부가 깔끔하고 저렴한 가격으로 커트가 가능,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.6402299,127.0363479
9328,마샬헤어,5,이미용,서울특별시 동작구 만양로14길 8 (노량진동),02-815-2708,노량진역 3번 출구에서457m,매일 09:00 - 21:00 휴무 : 일 ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102051.jpg,37.5113738,126.9449442
9330,자야 미용실,5,이미용,서울특별시 동작구 여의대방로24길 70 (신대방동),02-821-8571,신대방삼거리역 3번 출구에서304m,09:30~20:00 ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102306.jpg,37.4983462,126.9241377
9331,소망 세탁소,7,세탁,"서울특별시 동작구 여의대방로 28 (신대방동, 현대아파트)",02-835-6901,신풍역 1번 출구에서732m,09:00~22:00  ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102440.png,37.4946598,126.9122035
9332,문세실리아,5,이미용,서울특별시 동작구 장승배기로27길 77 (노량진동),없음,노량진역 5번 출구에서481m,10:00~20:00,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102550.jpg,37.5094704,126.9386709
9333,서정사 세탁소,7,세탁,서울특별시 동작구 사당로16가길 24 (사당동),02-584-2679,남성역 1번 출구에서168m,매일 08:30 - 21:30 휴무 : 일 ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102657.jpg,37.4837568,126.9706424
9381,팔팔한상,1,한식,서울특별시 강남구 밤고개로1길 10 ,02-451-1550,,영업시간 :11:00~21:00 좌석수 : 휴무일 : 배달 :불가능 예약 : 카드 : 주차 :가능 홈페이지 주소 : 전자우편주소 : 기타 :     ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200513132842.jpg,37.4878177,127.1018216
9334,김포사,7,세탁,서울특별시 동작구 서달로10길 40 (흑석동),02-815-7111,흑석역 3번 출구에서511m,07:00~22:00 ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102800.jpg,37.5013783,126.9638862
9205,시민식당,1,한식,서울특별시 관악구 남부순환로 1869 (봉천동),02-872-1990,서울대입구역 8번출구 에서 도보 500여미터,영업시간 : 10:00 ~ 22:00 ,▷평균가대비 10%이상 저렴 ▷저렴한 가격과 양질의 서비스로 지역맛집으로 소문남,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180714121359.jpg,37.4798716,126.9575515
9335,경일 클리닝,7,세탁,서울특별시 동작구 사당로28길 6 (사당동),02-583-5205,이수역 9번 출구에서149m,매일 하절기	07:00 - 22:00 07시~22시	07:00 - 22:00  ,"저렴한 가격, 깨끗한 위생",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190923102908.jpg,37.4820254,126.979517
9472,더헤어,5,이미용,서울특별시 도봉구 도당로9길 37(방학동),,,영업시간 : 12:30-20:00  좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 가능 홈페이지 주소 : 전자우편주소 : 기타 :   ,학교 근처에 위치해 있고 인테리어가 깔끔하고 싼 가격에 커트가 가능,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220727144222.jpg,37.6636079,127.0334981
9368,유가,2,중식,"서울특별시 중구 퇴계로12길 68 ,1층(회현동1가) ",02-3789-9688,4호선 회현역(남대문시장) 1번 출구에서 정화예술대 남산캠퍼스 쪽," ○ 영업시간 : 11:30~21:00  (휴무일: 매주 일요일)  *15:00~17:00 휴식시간 ○ 중구사랑상품권 : 가능 ○ 기타 : 예약 가능, 카드결제 가능       ",새벽시장에서 해산물을 구입해와 일반짬뽕인데도 해산물이 가득합니다.  맛있는녀석들(243회)이 다녀간 회현동의 깨끗하고 저렴하고 맛있는 중국집 효사랑가게로서 경로우대도 해드리는 착한 중식집!!,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220511200544.jpg,37.5580127,126.9822162
9200,카페스타,4,기타외식업,서울특별시 강북구 삼각산로 71 (수유동),0507-1308-3826,우이신설선 가오리역 2번 출구에서 418m 수유역 4번 출구앞에서 1번 마을버스 승차수 재활원입구에서 하차,영업시간 : 08:00 ~ 21:00 휴무 : 일요일 ,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180705134655.jpg,37.6381428,127.0061429
9390,추억의 통치킨,4,기타외식업,"서울특별시 서울 관악구 난곡로26길 39, 101호",02-851-5908,난곡동주민센터에서 도보 5분,"영업시간 : 17:30 ~ 23:30  기타 : 통치킨 포장은 8,500원이며 홀에서 먹을시 9,000원 ",2017. 보건소 관내 치킨업소 대상 깨끗한 기름검사 13위,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200709114009.jpg,37.470204,126.9218733
9272,미시간모텔,8,"숙박업(호텔,여관)",서울특별시 종로구 난계로29길 43 (숭인동),02-2252-0820,,영업시간 : 좌석수 : 휴무일 : 배달 : 예약 : 카드 : 주차 : 홈페이지 주소 : 전자우편주소 : 기타 :,숙박료가 지역평균가보다 10%이상 저렴,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=,37.5740613,127.0211985
9373,추억순대국전문점,1,한식,서울특별시 관악구 신림로26길 11 (신림동),02)877-3885,서울대벤처타운역 1번출구에서 도보 2분,영업시간 : 10:00~22:00 좌석수 : 20석 이상 제로페이 가능   ,주메뉴인 순대국 지역 평균가 이하,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220718175919.jpg,37.4725078,126.934862
9221,장미헤어컷트원,5,이미용,"서울특별시 노원구 섬밭로 196, 하계장미6단지B14호 (하계동)",,　,영업시간 : 09:10~18:00  휴무일 : 일요일    ,가격이 저렴하고 친절함,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180831100429.jpg,37.6340827,127.0676467
9628,오늘우리집비어,1,한식,"서울특별시 서울 중랑구 용마산로115길 109, 지1층",0507-1469-0613,망우역 1번 출구에서286m 한일써너스빌 2단지 지1층,영업시간 : 24시간 휴무일 : 연중무휴 ,저렴한 가격으로 한식을 판매함.,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20220725161753.png,37.5985991,127.0977219
9220,힘북이발소,5,이미용,"서울특별시 노원구 동일로 1390, 상계주공6단지 상가 204 (상계동)",0507-1348-2331,노원역 5번 출구에서183m,영업시간 : 07:30~19:00 휴무일 : 일요일    ,가격이 저렴하고 친절함,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180831100009.jpg,37.6526303,127.0613746
9237,중국관,2,중식,서울특별시 광진구 긴고랑로 39 (중곡동),02-497-5276,,     ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230316140503.JPG,37.5610455,127.0958009
9790,씬챠호,3,경양식/일식,서울특별시 관악구 대학길 52 CU편의점 옆 지하,02-874-8745,,영업시간 : 11:00~21:00 휴무일 : 매주 일요일 카드 : 가능 주차 : 불가,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20230630171824.PNG,37.4695636,126.9378809
9388,서울밥집 봉천점,1,한식,서울특별시 관악구 봉천동 927-18,없음,봉천역 2번 출구에서 시장 방향으로 도보 4분,영업시간 : 24시간 휴무 :연중무휴      ,전통시장 내 위치하고 있으며 관악구 평균가보다 10% 이상 저렴 ,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20200709111237.jpg,37.484665,126.9484961
9155,송림기사식당,1,한식,서울특별시 서대문구 모래내로 209 (남가좌동),02-308-2317,가좌역 4번 출구에서984m,매일 16:30 - 23:00  ,　,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20211210150344.jpg,37.5750202,126.9240509
9909,초가집,1,한식,서울특별시 용산구 보광로 46(보광동),02-795-2409,,,,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20231019173943.JPG,37.5291841,126.9980415
9352,육천중국요리,2,중식,서울특별시 강남구 역삼로 37길 11,02-568-2250,역삼역 1번 출구에서743m,영업시간 :11:00~21:00    ,"시원하고 맛있는 칡냉면, 저렴한 가격",0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20190924132630.jpg,37.4995545,127.0478452
9208,송하정,1,한식,서울특별시 무학봉길 77 (하왕십리동),02-2291-3346,왕십리역 4번 출구에서347m,영업시간 : 11:00~20:00         ,주 품목인 백반은 요일마다 새로운 메뉴로 제공되어 근처 직장인 및 지역주민들에게 저렴한 식사를 제공하고 있음,0,24-10,http://sftc.seoul.go.kr/mulga/inc/img_view.jsp?filename=20180724104007.jpg,37.5620891,127.0319801
